product_name,ingredients_text,nova_group,health_score,allergens,additives,calories,protein_g,carbs_g,fat_g,sugar_g,sodium_mg,fiber_g,nutrition_density,food_group,source_dataset
French Toast With Butter,"french toast with butter, pasteurized cream, natural milk fat",2,71.1,Milk/Dairy,,178.0,5.2,18.0,9.4,0.0,300.0,0.0,70.1,Group 1,FOOD-DATA-GROUP1.csv
Ham Egg Cheese Sandwich,"ham egg cheese sandwich, pasteurized milk, cheese cultures, salt, enzymes, high protein",3,70.4,"Milk/Dairy, Eggs",,347.0,19.2,30.9,16.3,0.0,1000.0,0.0,284.0,Group 1,FOOD-DATA-GROUP1.csv
English Muffin With Butter,"english muffin with butter, pasteurized cream, natural milk fat",2,74.8,Milk/Dairy,,189.0,4.9,30.4,5.8,0.0,400.0,0.0,146.2,Group 1,FOOD-DATA-GROUP1.csv
Savoury Noodle One Pan Dinner Tandaco,savoury noodle one pan dinner tandaco,1,75.0,Gluten/Wheat,,172.0,0.0,5.5,1.2,0.0,0.0,0.0,6.7,Group 1,FOOD-DATA-GROUP1.csv
Ham Cheese Sandwich,"ham cheese sandwich, pasteurized milk, cheese cultures, salt, enzymes, high protein",3,70.1,Milk/Dairy,,352.0,20.7,33.3,15.5,0.0,800.0,0.0,205.4,Group 1,FOOD-DATA-GROUP1.csv
Sweet Gefilte Fish,"sweet gefilte fish, fresh fish fillet, omega 3 fatty acids",1,80.0,Fish,,35.0,3.8,3.1,0.7,0.0,200.0,0.0,18.7,Group 1,FOOD-DATA-GROUP1.csv
Poached Egg,poached egg,1,80.5,Eggs,,72.0,6.3,0.4,4.7,0.2,100.0,0.0,40.4,Group 1,FOOD-DATA-GROUP1.csv
Tostada With Beef Cheese,"tostada with beef cheese, pasteurized milk, cheese cultures, salt, enzymes, high protein",3,71.6,Milk/Dairy,,315.0,19.0,22.8,16.3,0.0,900.0,0.0,280.5,Group 1,FOOD-DATA-GROUP1.csv
Tostada With Beans Cheese,"tostada with beans cheese, pasteurized milk, cheese cultures, salt, enzymes",3,72.8,Milk/Dairy,,223.0,9.6,26.5,9.9,0.0,500.0,0.0,259.5,Group 1,FOOD-DATA-GROUP1.csv
Pork Tamale,"pork tamale, fresh meat, essential amino acids, heme iron, dietary fiber",1,91.5,,,247.0,10.4,22.4,12.8,0.7,700.0,3.4,156.8,Group 1,FOOD-DATA-GROUP1.csv
Nachos With Cheese,"nachos with cheese, pasteurized milk, cheese cultures, salt, enzymes",3,68.6,Milk/Dairy,,274.0,3.5,27.9,17.2,1.7,300.0,2.6,51.6,Group 1,FOOD-DATA-GROUP1.csv
Pulled Pork In Barbecue Sauce,"pulled pork in barbecue sauce, fresh meat, essential amino acids, heme iron, high protein",4,17.8,,,418.0,32.8,46.7,11.0,37.8,1700.0,3.0,206.7,Group 1,FOOD-DATA-GROUP1.csv
Baked Potato With Cheese Sauce,"baked potato with cheese sauce, pasteurized milk, cheese cultures, salt, enzymes",3,77.8,Milk/Dairy,,474.0,14.6,46.5,28.7,0.0,400.0,0.0,429.9,Group 1,FOOD-DATA-GROUP1.csv
Baked Beans,"baked beans, dietary fiber",1,92.8,,,310.0,11.1,43.3,10.3,0.0,800.0,11.0,76.2,Group 1,FOOD-DATA-GROUP1.csv
Arroz Con Frijoles,"arroz con frijoles, dietary fiber",1,93.2,,,220.0,6.8,35.6,5.6,1.3,600.0,5.0,109.3,Group 1,FOOD-DATA-GROUP1.csv
Taco With Beef Cheese Lettuce,"taco with beef cheese lettuce, pasteurized milk, cheese cultures, salt, enzymes",3,71.4,Milk/Dairy,,156.0,6.1,13.7,8.8,0.6,300.0,2.7,93.8,Group 1,FOOD-DATA-GROUP1.csv
Burrito With Beans Cheese Beef,"burrito with beans cheese beef, pasteurized milk, cheese cultures, salt, enzymes",3,64.1,Milk/Dairy,,165.0,7.3,19.8,6.6,0.0,500.0,0.0,103.1,Group 1,FOOD-DATA-GROUP1.csv
Egg Mix,egg mix,1,75.0,Eggs,,30.0,2.4,0.1,2.2,0.1,12.0,0.0,4.9,Group 1,FOOD-DATA-GROUP1.csv
Falafel,falafel,1,80.0,,,57.0,2.3,5.4,3.0,0.0,81.0,0.0,10.8,Group 1,FOOD-DATA-GROUP1.csv
Taco Salad With Chili Con Carne,"taco salad with chili con carne, fresh raw vegetable, dietary fiber, folate, antioxidants",1,87.4,,,193.0,11.6,17.7,8.8,0.0,600.0,0.0,205.9,Group 1,FOOD-DATA-GROUP1.csv
Wonton Wrappers,wonton wrappers,1,81.5,,,93.0,3.1,18.5,0.5,0.0,200.0,0.6,38.8,Group 1,FOOD-DATA-GROUP1.csv
Hushpuppies,"hushpuppies, dietary fiber",1,96.4,,,512.0,11.7,69.9,20.5,3.1,1000.0,4.3,534.0,Group 1,FOOD-DATA-GROUP1.csv
Chicken Pot Pie,"chicken pot pie, fresh poultry meat, protein amino acids",1,85.7,Gluten/Wheat,,598.0,14.6,57.3,34.6,7.2,1200.0,3.0,177.7,Group 1,FOOD-DATA-GROUP1.csv
General Tsos Chicken,"general tsos chicken, fresh poultry meat, protein amino acids, dietary fiber, high protein",4,16.0,,,1578.0,69.0,128.3,87.5,62.1,2300.0,4.8,368.7,Group 1,FOOD-DATA-GROUP1.csv
Burrito With Beans Cheese,"burrito with beans cheese, pasteurized milk, cheese cultures, salt, enzymes, dietary fiber",3,83.4,Milk/Dairy,,379.0,13.6,57.8,11.2,3.2,1000.0,7.8,324.9,Group 1,FOOD-DATA-GROUP1.csv
Vegetarian Fillets,"vegetarian fillets, dietary fiber, high protein",1,98.0,,,247.0,19.6,7.7,15.3,0.7,400.0,5.2,130.3,Group 1,FOOD-DATA-GROUP1.csv
Biscuit With Egg Sausage,"biscuit with egg sausage, high protein",3,63.4,Eggs,,505.0,18.0,34.1,33.6,1.5,1100.0,0.3,171.8,Group 1,FOOD-DATA-GROUP1.csv
Chicken Chow Mein,"chicken chow mein, fresh poultry meat, protein amino acids, dietary fiber, high protein",4,59.6,,,513.0,40.8,50.1,16.9,10.5,1900.0,6.0,256.8,Group 1,FOOD-DATA-GROUP1.csv
Fruit Burrito,"fruit burrito, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",1,80.7,,,231.0,2.5,35.0,9.5,0.0,200.0,0.0,64.3,Group 1,FOOD-DATA-GROUP1.csv
Arroz Con Leche,arroz con leche,4,27.8,,,369.0,8.1,63.0,9.3,38.6,300.0,1.3,310.0,Group 1,FOOD-DATA-GROUP1.csv
Caramel Custard Flan,caramel custard flan,4,24.6,"Milk/Dairy, Eggs",,444.0,13.9,69.7,12.3,70.8,200.0,0.0,351.2,Group 1,FOOD-DATA-GROUP1.csv
Gelatin Dessert,gelatin dessert,4,21.2,,,167.0,3.3,38.3,0.0,36.4,200.0,0.0,49.8,Group 1,FOOD-DATA-GROUP1.csv
Chocolate Milk Dessert,chocolate milk dessert,4,28.4,Milk/Dairy,,229.0,5.9,51.6,1.4,51.6,100.0,0.0,271.0,Group 1,FOOD-DATA-GROUP1.csv
Chocolate Mousse,chocolate mousse,4,36.3,,,338.0,6.2,24.1,24.0,22.2,81.0,0.9,200.4,Group 1,FOOD-DATA-GROUP1.csv
Dulce De Leche,dulce de leche,1,80.6,,,60.0,1.3,10.5,1.4,9.5,36.0,0.0,61.4,Group 1,FOOD-DATA-GROUP1.csv
Apple Crisp,"apple crisp, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c, dietary fiber",4,17.9,,,454.0,4.9,87.0,9.7,55.5,1000.0,3.9,212.7,Group 1,FOOD-DATA-GROUP1.csv
Spinach Spaghetti Cooked,"spinach spaghetti cooked, fresh raw vegetable, dietary fiber, folate, antioxidants",1,82.4,Gluten/Wheat,,182.0,6.4,36.6,0.9,0.0,61.0,0.0,87.4,Group 1,FOOD-DATA-GROUP1.csv
Corn Pasta Cooked,"corn pasta cooked, dietary fiber",3,77.1,Gluten/Wheat,,176.0,3.7,39.1,1.0,0.0,0.0,6.7,52.3,Group 1,FOOD-DATA-GROUP1.csv
Spaghetti With Meat Sauce,"spaghetti with meat sauce, dietary fiber",1,96.2,Gluten/Wheat,,255.0,14.3,43.1,2.9,7.4,700.0,5.1,135.1,Group 1,FOOD-DATA-GROUP1.csv
Pasta With Meatballs In Tomato Sauce,"pasta with meatballs in tomato sauce, fresh raw vegetable, dietary fiber, folate, antioxidants, dietary fiber",3,77.3,Gluten/Wheat,,273.0,10.6,28.3,13.0,7.2,700.0,6.9,100.5,Group 1,FOOD-DATA-GROUP1.csv
Cheese Tortellini,"cheese tortellini, pasteurized milk, cheese cultures, salt, enzymes",3,80.6,Milk/Dairy,,332.0,14.6,50.8,7.8,1.0,400.0,2.1,241.2,Group 1,FOOD-DATA-GROUP1.csv
Pasta With Sliced Franks In Tomato Sauce,"pasta with sliced franks in tomato sauce, fresh raw vegetable, dietary fiber, folate, antioxidants, dietary fiber",3,78.2,Gluten/Wheat,,227.0,11.0,32.0,6.0,8.0,700.0,4.0,216.2,Group 1,FOOD-DATA-GROUP1.csv
Lasagna,lasagna,1,85.3,,,166.0,9.0,18.9,6.1,3.8,500.0,2.1,36.7,Group 1,FOOD-DATA-GROUP1.csv
Macaroni Cheese,"macaroni cheese, pasteurized milk, cheese cultures, salt, enzymes",3,64.2,"Milk/Dairy, Gluten/Wheat",,310.0,12.6,43.7,9.4,3.0,900.0,2.3,68.3,Group 1,FOOD-DATA-GROUP1.csv
Vegetable Lasagna,"vegetable lasagna, dietary fiber, high protein",1,98.0,,,316.0,15.6,32.2,13.7,5.8,1000.0,4.3,410.1,Group 1,FOOD-DATA-GROUP1.csv
Spinach Egg Noodles Cooked,"spinach egg noodles cooked, fresh raw vegetable, dietary fiber, folate, antioxidants, dietary fiber",1,92.3,Eggs,,211.0,8.1,38.8,2.5,1.1,68.0,3.7,85.3,Group 1,FOOD-DATA-GROUP1.csv
Cheese Lasagna,"cheese lasagna, pasteurized milk, cheese cultures, salt, enzymes, dietary fiber, high protein",3,83.8,Milk/Dairy,,316.0,15.9,33.6,13.0,10.3,700.0,4.1,381.1,Group 1,FOOD-DATA-GROUP1.csv
Pasta With Tomato Sauce,"pasta with tomato sauce, fresh raw vegetable, dietary fiber, folate, antioxidants",3,58.9,Gluten/Wheat,,176.0,5.6,35.1,1.8,10.1,1000.0,2.3,45.1,Group 1,FOOD-DATA-GROUP1.csv
Spinach Pasta Cooked,"spinach pasta cooked, fresh raw vegetable, dietary fiber, folate, antioxidants",3,62.0,Gluten/Wheat,,37.0,1.4,7.1,0.3,0.0,4.0,0.0,14.2,Group 1,FOOD-DATA-GROUP1.csv
Vegetable Chicken Soup,"vegetable chicken soup, fresh poultry meat, protein amino acids",1,86.6,,,166.0,12.3,21.1,4.8,3.4,75.0,1.0,72.7,Group 1,FOOD-DATA-GROUP1.csv
Bean Ham Soup,"bean ham soup, dietary fiber",3,82.8,,,198.0,10.3,33.5,2.5,7.8,500.0,9.8,154.4,Group 1,FOOD-DATA-GROUP1.csv
Cream Of Chicken Soup,"cream of chicken soup, fresh poultry meat, protein amino acids",1,61.7,Milk/Dairy,,227.0,6.0,18.0,14.5,1.4,1800.0,0.0,76.9,Group 1,FOOD-DATA-GROUP1.csv
Tomato Soup Canned,"tomato soup canned, fresh raw vegetable, dietary fiber, folate, antioxidants",3,67.7,,,139.0,6.3,22.6,3.3,16.5,500.0,1.5,224.9,Group 1,FOOD-DATA-GROUP1.csv
Egg Drop Soup,egg drop soup,1,75.0,Eggs,,65.0,2.8,10.3,1.5,0.2,900.0,1.0,48.8,Group 1,FOOD-DATA-GROUP1.csv
Scotch Broth,scotch broth,4,37.1,,,197.0,12.1,23.0,6.4,0.0,2100.0,3.0,84.4,Group 1,FOOD-DATA-GROUP1.csv
Cream Of Onion Soup,cream of onion soup,4,32.2,Milk/Dairy,,268.0,6.7,31.7,12.8,11.1,1900.0,1.2,139.5,Group 1,FOOD-DATA-GROUP1.csv
Chicken Broth Dry,"chicken broth dry, fresh poultry meat, protein amino acids",1,68.0,,,10.0,0.7,1.1,0.2,0.0,1200.0,0.0,11.2,Group 1,FOOD-DATA-GROUP1.csv
Vegetable Soup With Beef Broth,"vegetable soup with beef broth, fresh meat, essential amino acids, heme iron, dietary fiber",1,76.4,,,162.0,6.0,26.3,3.8,4.0,1300.0,3.2,80.5,Group 1,FOOD-DATA-GROUP1.csv
Chili With Beans Canned,"chili with beans canned, dietary fiber",3,75.0,,,287.0,14.6,30.5,14.1,3.0,1300.0,11.3,204.0,Group 1,FOOD-DATA-GROUP1.csv
Beef Noodle Soup,"beef noodle soup, fresh meat, essential amino acids, heme iron",1,68.5,Gluten/Wheat,,168.0,9.6,17.9,6.2,5.2,1600.0,1.5,68.2,Group 1,FOOD-DATA-GROUP1.csv
Consomme Dry,consomme dry,1,74.0,,,17.0,2.2,1.9,0.2,1.1,800.0,0.0,17.2,Group 1,FOOD-DATA-GROUP1.csv
Chicken Mushroom Soup,"chicken mushroom soup, fresh poultry meat, protein amino acids, dietary fiber",1,84.4,,,126.0,2.0,15.1,6.1,1.0,800.0,4.0,57.2,Group 1,FOOD-DATA-GROUP1.csv
Beef Vegetable Soup,"beef vegetable soup, fresh meat, essential amino acids, heme iron",1,84.4,,,120.0,8.0,15.4,2.9,3.1,800.0,3.0,84.9,Group 1,FOOD-DATA-GROUP1.csv
Black Bean Soup,"black bean soup, dietary fiber",4,48.8,,,234.0,12.4,39.6,3.4,6.4,2500.0,17.5,167.3,Group 1,FOOD-DATA-GROUP1.csv
Split Pea Soup With Ham Bacon,"split pea soup with ham bacon, dietary fiber",3,65.9,,,189.0,11.6,28.6,3.1,0.0,1000.0,4.1,49.5,Group 1,FOOD-DATA-GROUP1.csv
Cream Of Mushroom Soup,cream of mushroom soup,1,65.8,Milk/Dairy,,199.0,3.4,17.1,13.4,1.0,1700.0,1.8,66.4,Group 1,FOOD-DATA-GROUP1.csv
Green Pea Soup,"green pea soup, dietary fiber, high protein",1,78.9,,,320.0,16.7,51.7,5.7,16.7,1700.0,10.0,145.0,Group 1,FOOD-DATA-GROUP1.csv
Chicken Broth Soup,"chicken broth soup, fresh poultry meat, protein amino acids",1,64.4,,,78.0,11.1,1.9,2.6,0.9,1600.0,0.0,31.7,Group 1,FOOD-DATA-GROUP1.csv
Chicken Mushroom Chowder Soup,"chicken mushroom chowder soup, fresh poultry meat, protein amino acids, dietary fiber, high protein",1,81.9,,,431.0,16.2,38.3,23.7,0.0,1800.0,7.5,99.1,Group 1,FOOD-DATA-GROUP1.csv
Chicken Dumplings Soup,"chicken dumplings soup, fresh poultry meat, protein amino acids",1,68.0,,,235.0,13.6,14.7,13.4,1.4,1800.0,1.2,80.3,Group 1,FOOD-DATA-GROUP1.csv
Chicken Vegetable Soup,"chicken vegetable soup, fresh poultry meat, protein amino acids",1,66.5,,,148.0,7.1,17.0,5.6,3.0,1700.0,1.7,69.0,Group 1,FOOD-DATA-GROUP1.csv
Turkey Vegetable Soup,"turkey vegetable soup, fresh poultry meat, protein amino acids",1,73.8,,,72.0,3.1,8.6,3.0,2.6,900.0,0.5,33.0,Group 1,FOOD-DATA-GROUP1.csv
Wonton Soup,wonton soup,1,73.5,,,71.0,4.6,11.7,0.6,0.8,900.0,0.4,30.7,Group 1,FOOD-DATA-GROUP1.csv
Beef Stock,"beef stock, fresh meat, essential amino acids, heme iron",1,78.5,,,31.0,4.7,2.9,0.2,1.3,500.0,0.0,27.6,Group 1,FOOD-DATA-GROUP1.csv
Mushroom Barley Soup,mushroom barley soup,1,61.6,Gluten/Wheat,,186.0,4.6,29.3,5.5,0.0,1700.0,0.0,71.1,Group 1,FOOD-DATA-GROUP1.csv
Gazpacho Soup,gazpacho soup,1,74.4,,,70.0,10.7,6.6,0.4,2.2,1100.0,0.7,67.5,Group 1,FOOD-DATA-GROUP1.csv
Beef Mushroom Soup,"beef mushroom soup, fresh meat, essential amino acids, heme iron",4,30.2,,,186.0,14.0,15.9,7.3,0.0,2200.0,0.6,52.1,Group 1,FOOD-DATA-GROUP1.csv
Chicken Rice Soup,"chicken rice soup, fresh poultry meat, protein amino acids",1,78.9,,,127.0,12.3,13.0,3.2,1.4,900.0,1.0,68.8,Group 1,FOOD-DATA-GROUP1.csv
Pepperpot Soup,pepperpot soup,1,74.2,,,100.0,6.2,9.1,4.5,0.0,900.0,0.5,49.1,Group 1,FOOD-DATA-GROUP1.csv
Vegetable Soup,vegetable soup,1,71.4,,,149.0,4.3,24.6,4.0,7.9,1300.0,1.3,82.2,Group 1,FOOD-DATA-GROUP1.csv
Chili Beef Soup,"chili beef soup, fresh meat, essential amino acids, heme iron, dietary fiber",4,41.7,,,308.0,13.4,49.6,6.7,13.4,2100.0,6.6,77.6,Group 1,FOOD-DATA-GROUP1.csv
Chicken Soup,"chicken soup, fresh poultry meat, protein amino acids",1,79.9,,,174.0,12.4,16.9,6.5,2.1,900.0,1.5,64.7,Group 1,FOOD-DATA-GROUP1.csv
Bean With Frankfurters Soup,bean with frankfurters soup,4,40.5,,"E250 (Sodium nitrite), E451 (Triphosphates)",188.0,10.0,22.0,7.0,0.0,1100.0,0.0,129.9,Group 1,FOOD-DATA-GROUP1.csv
Pea Soup,"pea soup, dietary fiber",1,94.9,,,161.0,8.3,25.6,2.8,8.3,15.0,4.9,76.3,Group 1,FOOD-DATA-GROUP1.csv
Turkey Soup,"turkey soup, fresh poultry meat, protein amino acids",1,76.4,,,135.0,10.2,14.1,4.4,0.0,900.0,0.0,86.6,Group 1,FOOD-DATA-GROUP1.csv
Stockpot Soup,stockpot soup,4,28.9,,,201.0,9.8,23.1,7.8,0.0,2100.0,0.0,90.5,Group 1,FOOD-DATA-GROUP1.csv
Hot Sour Soup,hot sour soup,1,76.7,,,91.0,6.0,10.1,2.8,1.0,900.0,1.2,66.0,Group 1,FOOD-DATA-GROUP1.csv
Cheese Soup,"cheese soup, pasteurized milk, cheese cultures, salt, enzymes, dietary fiber",3,60.5,Milk/Dairy,,203.0,2.0,28.0,9.7,9.3,1700.0,5.5,135.1,Group 1,FOOD-DATA-GROUP1.csv
Cream Of Potato Soup,"cream of potato soup, dietary fiber",1,73.7,Milk/Dairy,,186.0,3.8,32.2,4.7,3.6,1500.0,3.3,88.2,Group 1,FOOD-DATA-GROUP1.csv
Bean With Bacon Soup,"bean with bacon soup, dietary fiber",3,71.8,,,106.0,5.5,16.4,2.1,0.6,900.0,9.0,91.1,Group 1,FOOD-DATA-GROUP1.csv
Fish Stock,"fish stock, fresh fish fillet, omega 3 fatty acids",1,80.1,Fish,,40.0,5.3,0.0,1.9,0.0,400.0,0.0,14.5,Group 1,FOOD-DATA-GROUP1.csv
Split Pea Soup With Ham,"split pea soup with ham, dietary fiber, high protein",3,64.8,,,381.0,20.7,56.2,8.9,0.0,1700.0,4.6,141.2,Group 1,FOOD-DATA-GROUP1.csv
Beef Broth Soup,"beef broth soup, fresh meat, essential amino acids, heme iron",1,72.5,,,17.0,2.7,0.0,0.5,0.0,900.0,0.0,18.0,Group 1,FOOD-DATA-GROUP1.csv
Lentil Soup With Ham,lentil soup with ham,3,51.8,,,139.0,9.3,20.2,2.8,0.0,1300.0,0.0,81.4,Group 1,FOOD-DATA-GROUP1.csv
Tomato Soup,"tomato soup, fresh raw vegetable, dietary fiber, folate, antioxidants",1,79.8,,,98.0,2.2,22.5,0.7,12.2,600.0,1.6,66.2,Group 1,FOOD-DATA-GROUP1.csv
Fish Broth,"fish broth, fresh fish fillet, omega 3 fatty acids",1,80.1,Fish,,39.0,4.9,1.0,1.5,0.2,500.0,0.0,81.2,Group 1,FOOD-DATA-GROUP1.csv
Chili Without Beans Canned,"chili without beans canned, high protein",3,63.8,,,283.0,18.1,14.6,17.0,0.0,900.0,0.0,130.8,Group 1,FOOD-DATA-GROUP1.csv
Minestrone Soup,minestrone soup,1,76.0,,,167.0,8.6,22.6,5.0,3.7,1300.0,2.0,111.1,Group 1,FOOD-DATA-GROUP1.csv
Clam Chowder Soup,clam chowder soup,1,69.8,Shellfish,,154.0,4.4,24.5,4.4,6.8,1800.0,3.0,95.7,Group 1,FOOD-DATA-GROUP1.csv
Tomato Vegetable Soup,"tomato vegetable soup, fresh raw vegetable, dietary fiber, folate, antioxidants",1,81.8,,,54.0,1.9,9.9,0.8,2.4,300.0,0.7,36.4,Group 1,FOOD-DATA-GROUP1.csv
Cream Of Rice Coup,cream of rice coup,1,80.5,Milk/Dairy,,127.0,2.2,28.1,0.2,0.0,400.0,0.2,38.5,Group 1,FOOD-DATA-GROUP1.csv
Cream Of Celery Soup,cream of celery soup,1,73.6,Milk/Dairy,,181.0,3.3,17.7,11.2,3.4,1300.0,1.5,116.2,Group 1,FOOD-DATA-GROUP1.csv
Chicken Gravy,"chicken gravy, fresh poultry meat, protein amino acids",1,75.0,,,188.0,4.6,12.9,13.6,1.9,1000.0,1.0,80.9,Group 1,FOOD-DATA-GROUP1.csv
Tomato Rice Soup,"tomato rice soup, fresh raw vegetable, dietary fiber, folate, antioxidants, dietary fiber",1,70.1,,,240.0,4.2,44.1,5.5,15.2,1600.0,3.4,134.9,Group 1,FOOD-DATA-GROUP1.csv
Vegetable Beef Soup,"vegetable beef soup, fresh meat, essential amino acids, heme iron, dietary fiber, high protein",1,85.7,,,128.0,18.1,9.6,2.0,0.0,1100.0,4.4,34.1,Group 1,FOOD-DATA-GROUP1.csv
Tomato Beef Noodle Soup,"tomato beef noodle soup, fresh meat, essential amino acids, heme iron",1,71.6,Gluten/Wheat,,281.0,8.9,42.3,8.6,0.0,1800.0,3.0,100.1,Group 1,FOOD-DATA-GROUP1.csv
Oyster Stew Soup,oyster stew soup,1,61.1,Shellfish,,118.0,4.2,8.2,7.7,0.0,1800.0,0.0,72.8,Group 1,FOOD-DATA-GROUP1.csv
Ramen Noodle Soup Dry,ramen noodle soup dry,1,69.9,Gluten/Wheat,,371.0,8.9,53.9,13.3,1.3,1700.0,2.0,106.5,Group 1,FOOD-DATA-GROUP1.csv
Chicken Noodle Soup,"chicken noodle soup, fresh poultry meat, protein amino acids",4,32.6,Gluten/Wheat,,145.0,7.2,18.4,4.7,0.0,2100.0,2.7,33.5,Group 1,FOOD-DATA-GROUP1.csv
Chicken Bouillon Dry,"chicken bouillon dry, fresh poultry meat, protein amino acids",1,66.0,,,11.0,0.7,0.7,0.6,0.7,1000.0,0.0,9.5,Group 1,FOOD-DATA-GROUP1.csv
Cream Of Asparagus Soup,cream of asparagus soup,1,65.5,Milk/Dairy,,174.0,4.6,21.5,8.2,1.8,1700.0,1.0,100.4,Group 1,FOOD-DATA-GROUP1.csv
Turkey Noodle Soup,"turkey noodle soup, fresh poultry meat, protein amino acids",1,67.1,Gluten/Wheat,,139.0,7.8,17.3,4.0,1.0,1600.0,1.5,55.6,Group 1,FOOD-DATA-GROUP1.csv
Cream Of Shrimp Soup,cream of shrimp soup,1,63.0,"Milk/Dairy, Shellfish",,181.0,5.6,16.5,10.4,0.0,1700.0,0.5,69.4,Group 1,FOOD-DATA-GROUP1.csv
Bean With Pork Soup,"bean with pork soup, fresh meat, essential amino acids, heme iron, dietary fiber, high protein",1,89.6,,,335.0,15.3,44.1,11.5,7.8,1700.0,15.3,249.3,Group 1,FOOD-DATA-GROUP1.csv
Chicken Broth,"chicken broth, fresh poultry meat, protein amino acids",1,72.5,,,12.0,1.0,1.0,0.5,0.0,900.0,0.0,33.6,Group 1,FOOD-DATA-GROUP1.csv
Beef Broth Powder,"beef broth powder, fresh meat, essential amino acids, heme iron",4,32.5,,,8.0,0.6,0.6,0.3,0.6,900.0,0.0,3.7,Group 1,FOOD-DATA-GROUP1.csv
Split Pea Soup,"split pea soup, dietary fiber",1,93.4,,,180.0,9.7,29.9,2.3,12.8,400.0,4.8,91.6,Group 1,FOOD-DATA-GROUP1.csv
Escarole Soup,escarole soup,4,27.2,,,61.0,3.4,4.0,4.0,0.0,2300.0,0.0,95.0,Group 1,FOOD-DATA-GROUP1.csv
Chicken Stock,"chicken stock, fresh poultry meat, protein amino acids",1,80.4,,,86.0,6.0,8.5,2.9,3.8,300.0,0.0,25.7,Group 1,FOOD-DATA-GROUP1.csv
Tomato Bisque Soup,"tomato bisque soup, fresh raw vegetable, dietary fiber, folate, antioxidants",1,70.4,,,248.0,4.5,47.7,5.0,0.0,1800.0,2.1,152.9,Group 1,FOOD-DATA-GROUP1.csv
Shark Fin Soup,shark fin soup,1,70.3,,,99.0,6.9,8.2,4.3,0.0,1100.0,0.0,43.2,Group 1,FOOD-DATA-GROUP1.csv
Onion Soup,onion soup,1,73.6,,,113.0,7.5,16.4,3.5,6.7,1300.0,1.7,87.2,Group 1,FOOD-DATA-GROUP1.csv
Chicken Gumbo Soup,"chicken gumbo soup, fresh poultry meat, protein amino acids, dietary fiber",1,72.6,,,113.0,5.3,16.8,2.9,4.9,1700.0,4.0,88.8,Group 1,FOOD-DATA-GROUP1.csv
Crab Soup,crab soup,1,88.7,Shellfish,,95.0,10.4,12.5,0.8,0.0,600.0,2.4,120.3,Group 1,FOOD-DATA-GROUP1.csv
Tripe Soup,"tripe soup, high protein",1,80.2,,,148.0,17.2,8.1,5.2,0.0,800.0,0.0,75.9,Group 1,FOOD-DATA-GROUP1.csv
Little India Little Lunch,little india little lunch,1,80.0,,,164.0,0.0,2.0,10.6,0.0,0.0,0.0,12.6,Group 1,FOOD-DATA-GROUP1.csv
Original Chicken Sandwich Chick Fil A,"original chicken sandwich chick fil a, fresh poultry meat, protein amino acids",1,75.0,,,125.0,0.0,0.0,5.1,0.0,0.0,0.0,5.1,Group 1,FOOD-DATA-GROUP1.csv
Sausage Mcmuffin Mcdonalds,sausage mcmuffin mcdonalds,3,75.8,,,383.0,14.6,28.2,24.2,2.2,800.0,1.6,328.5,Group 1,FOOD-DATA-GROUP1.csv
Sausage Mcgriddles Mcdonalds,sausage mcgriddles mcdonalds,3,60.2,,,421.0,11.4,42.2,24.0,15.2,1000.0,1.4,166.0,Group 1,FOOD-DATA-GROUP1.csv
Crispy Chicken Drumstick Kentucky Fried Chicken,"crispy chicken drumstick kentucky fried chicken, fresh poultry meat, protein amino acids",3,64.2,,,70.0,10.6,0.0,3.0,0.0,200.0,0.0,20.6,Group 1,FOOD-DATA-GROUP1.csv
Chicken Crispy Drumsticks Kentucky Fried Chicken,"chicken crispy drumsticks kentucky fried chicken, fresh poultry meat, protein amino acids",3,64.7,,,156.0,11.8,4.5,10.1,0.0,400.0,0.0,41.2,Group 1,FOOD-DATA-GROUP1.csv
Biscuit Kentucky Fried Chicken,"biscuit kentucky fried chicken, fresh poultry meat, protein amino acids",1,81.4,,,185.0,3.8,22.1,9.1,1.7,500.0,0.8,68.5,Group 1,FOOD-DATA-GROUP1.csv
English Muffin Mcdonalds,english muffin mcdonalds,1,80.8,,,97.0,5.7,2.9,2.3,1.5,31.0,0.2,24.5,Group 1,FOOD-DATA-GROUP1.csv
French Fries Mcdonalds,"french fries mcdonalds, dietary fiber",4,57.9,,,378.0,4.0,49.8,18.1,0.2,200.0,4.6,77.1,Group 1,FOOD-DATA-GROUP1.csv
Hotdog,"hotdog, high protein",1,77.0,,,383.0,16.4,28.5,23.0,0.0,1100.0,0.0,109.0,Group 1,FOOD-DATA-GROUP1.csv
French Fries Burger King,french fries burger king,4,50.2,,,207.0,2.4,28.6,9.2,0.4,200.0,2.1,42.6,Group 1,FOOD-DATA-GROUP1.csv
Original Taco With Beef Cheese Lettuce Taco Bell,"original taco with beef cheese lettuce taco bell, pasteurized milk, cheese cultures, salt, enzymes",3,71.4,Milk/Dairy,,158.0,6.1,13.7,8.8,0.6,300.0,2.7,93.8,Group 1,FOOD-DATA-GROUP1.csv
Hotdog With Chili,hotdog with chili,1,83.6,,,296.0,13.5,31.3,13.4,0.0,500.0,0.0,83.6,Group 1,FOOD-DATA-GROUP1.csv
